compound,solvent,MW,Emi,set,Emi_eV
CN(C)c1ccc(C2=Nc3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,CC(C)=O,345.09187,482.0,train,2.572199170124481
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,ClCCl,343.10923,526.0,train,2.357034220532319
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CC(C)(C)O,458.2152,478.0,train,2.5937238493723846
COc1ccc(-n2nc(C(=O)N3CCCC3)c(N3CCCC3)n2)cc1,CCO,341.18517,410.0,train,3.0239024390243903
COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1,CO,328.11946,620.0,train,1.9996774193548383
CC(C)=O,C1CCOC1,58.04186,407.4481522226297,train,3.04284114
CN(C)c1ccc(C#Cc2cc3ccccc3oc2=O)cc1,ClCCl,289.11028,550.0,train,2.2541818181818183
COc1cccc(OC)c1-c1c2ccccc2c(-c2c(OC)cccc2OC)c2ccccc12,C1CCCCC1,450.18311,425.0,train,2.917176470588235
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCC#N,214.12185,525.7623554153523,train,2.3580996
COc1c2ccccc2c(OC)c2c1c1c(C)ccc(OC)c1n2C,CO,335.15214,440.0,train,2.8177272727272724
CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,CCOC(C)=O,473.1037,588.0,train,2.108503401360544
CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(F)F,CCCO,248.12964,513.0,train,2.416764132553606
N#Cc1ccc2cc[nH]c2c1,O,142.0531,375.0,train,3.3061333333333334
CN(C)c1nc(N)nc2c1nc(C#N)n2Cc1ccccc1,CO,293.13889,389.0,train,3.1871465295629817
CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1,CCCCCC,347.16338,458.0,train,2.7069868995633186
c1ccc(-c2cc3cc4cccc5c(-c6ccccc6)cc6cc7cccc2c7c3c6c45)cc1,C=C(C)C(=O)OC,428.1565,439.0,train,2.824145785876993
CN(C)c1ccc(-c2cc(-c3ccccc3)nn2C)cc1,ClCCl,277.1579,365.0,train,3.396712328767124
COc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,CO,308.07971,496.0,train,2.4995967741935483
Cc1c[nH]c(=O)[nH]c1=O,CC#N,126.04293,315.0,train,3.935873015873016
N#CC1N=c2cc3c4c(cccc4c2=NC1C#N)C(c1ccccc1)=C(c1ccccc1)O3,ClCCl,424.13241,594.0,train,2.087205387205388
CN(C)c1ccc2nc(-c3ccccc3)sc2c1,CC#N,254.08777,475.0,train,2.6101052631578945
CCCCCCOc1cc2cc(=O)oc3ccc4cccc1c4c23,CC1CCCO1,320.14124,498.502,train,2.4870512054114124
c1ccc2nc3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c3cc2c1,C1CCOC1,420.16265,466.0,train,2.6605150214592275
Cc1ccc(N2C(c3ccccc3N)=NC(c3ccccc3)C2c2ccccc2)cc1,Cc1ccccc1,403.20485,398.0,train,3.115075376884422
N#Cc1ccccc1N,CC#N,118.0531,368.0,train,3.3690217391304347
c1csc(-c2ccc(-c3cccs3)c3nsnc23)c1,ClC(Cl)Cl,299.98496,565.0,train,2.194336283185841
COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,O,300.12626,481.0,train,2.577546777546777
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,324.16094,511.0,train,2.4262230919765164
N#Cc1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(C#N)cc5)c5ccc2c3c45)cc1,CC(C)=O,452.13135,445.8,train,2.7810677433826827
COc1ccc(C(=O)c2c(C)c3ccc4cccc5c6cccc7ccc2c(c76)c3c45)cc1,ClCCl,424.14633,443.0,train,2.7986455981941307
c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccccc3)n2)cc1,CCO,474.2096,467.0,train,2.6548179871520343
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,Clc1ccccc1,227.13101,425.0,train,2.917176470588235
CCCCN1C(=O)c2cccc3c(N(C)C)ccc(c23)C1=O,ClC(Cl)Cl,296.15248,495.0,train,2.504646464646465
CCOC(=O)c1ccc(C2=Cc3cc4ccccc4cc3P2(=O)c2ccccc2)cc1,ClCCl,424.12283,432.0,train,2.869907407407408
CCc1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2ccc(CC)s2)s1,ClC(Cl)Cl,476.13809,405.0,train,3.0612345679012343
Oc1ccccc1-c1nc2ccccc2s1,CC#N,227.04048,369.0,train,3.359891598915989
CN(C)c1ccc(C2=Nc3sc4cc(C(F)(F)F)ccc4[n+]3[B-](F)(F)O2)cc1,CC(C)=O,413.07925,495.0,train,2.504646464646465
N#Cc1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(C#N)cc5)c5ccc2c3c45)cc1,ClCCl,452.13135,448.8,train,2.762477718360071
c1ccc2ccccc2c1,C1CCCCC1,128.0626,335.4579000335458,train,3.6958438
F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,C1CCCCC1,192.06704,510.5,train,2.428599412340842
c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,CO,293.12045,401.0,train,3.0917705735660848
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,C1CCCCC1,231.12593,426.0,train,2.9103286384976523
O=Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,c1ccncc1,350.07991,481.0,train,2.577546777546777
COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,CCCCCC,442.0541,560.0,train,2.2139285714285712
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2ccc3ccccc3[n+]21,ClCCl,343.10923,536.0,train,2.3130597014925374
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCO,214.12185,528.2620179609086,train,2.3469414
c1ccc(-c2nc(-c3c4ccccc4cc4ccccc34)n3ccccc23)cc1,O,370.147,530.0,train,2.339245283018868
CCN(CC)c1ccc2ccc(=O)oc2c1,C1COCCO1,217.11028,417.0,train,2.9731414868105515
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1c1ccccc1,CCCCCC,438.13683,443.0,train,2.7986455981941307
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,ClC(Cl)Cl,457.15387,524.0,train,2.366030534351145
[C-]#[N+]c1ccc(-c2ccc(N(C)C)cc2)cc1,CC#N,222.1157,429.0,train,2.88997668997669
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCO,229.03506,483.0,train,2.5668737060041407
Nc1cccc2ncccc12,CC(C)=O,144.06875,468.9991558015196,train,2.64350156
COc1ccc(-c2cc3c(ccc(=O)n3C)s2)cc1,CC#N,271.0667,424.0,train,2.9240566037735847
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,CC#N,363.07949,460.0,train,2.695217391304348
Cc1ccc(N2C(c3ccccc3N(C)C)=NC(c3ccccc3)C2c2ccccc2)cc1,ClCCl,431.23615,424.0,train,2.9240566037735847
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,229.03506,401.0,train,3.0917705735660848
CCN(CC)c1ccc(OC)c(C=O)c1,CO,207.12593,645.0,train,1.9221705426356588
O=Cc1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(C=O)cc4)ccc2-3)cc1,C1CCOC1,388.10994,371.0,train,3.34177897574124
O=P(c1ccccc1)(c1ccccc1)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,ClCCl,459.13882,467.04416761041904,train,2.654566925315228
F[B-]1(F)OC(c2ccccc2)=Cc2ccc3ccccc3[n+]21,ClCCl,295.098,441.0,train,2.811337868480725
[C-]#[N+]c1ccc(-c2ccc(N(C)C)cc2)cc1,CS(C)=O,222.1157,447.0,train,2.773601789709172
CC(C)=O,CC#N,58.04186,406.2728528479727,train,3.05164372
O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,CS(C)=O,309.09766,530.0,train,2.339245283018868
CCN(CC)c1ccc2cc(C#N)c(=N)oc2c1,CCCCO,241.12151,466.0,train,2.6605150214592275
O=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,CCCCC,371.13101,376.0,train,3.2973404255319148
COc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CCOC(C)=O,389.17796,425.0,train,2.917176470588235
CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3oc2c1,CCCCCCCO,267.14919,564.0,train,2.1982269503546097
Cc1ccc(-n2c(-c3cccc4cc[n-]c34)[nH+]c3c4ccccc4c4ccccc4c32)cc1,ClCCl,423.17355,556.0,train,2.2298561151079137
COc1ccc(N2C(=O)c3ccccc3NC2C(C)(C)C)cc1,CO,310.16813,444.0,train,2.792342342342342
CC1=CC(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,441.19363,536.0,train,2.3130597014925374
CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,ClCCl,271.08201,458.0,train,2.7069868995633186
Brc1ccc2cc3c4ccccc4nc(-c4ccco4)c3n2c1,CCO,362.00548,484.2180000000001,train,2.5604170022593125
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)o1,ClC(Cl)Cl,387.13716,618.0,train,2.006148867313916
Nc1ccc2ccc3cccc4ccc1c2c34,CO,217.08915,428.0,train,2.8967289719626166
O=C(O)CCCCCn1c2ccccc2c(=O)c2cc(S(=O)(=O)O)ccc21,O,389.09331,428.0,train,2.8967289719626166
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,ClCCl,323.08083,529.0,train,2.343667296786389
CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3oc2c1,O,267.14919,573.0,train,2.16369982547993
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CN(C)C=O,285.09766,505.0,train,2.455049504950495
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,354.1715,516.0,train,2.4027131782945736
Cc1ccc(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)[nH]1,ClCCl,349.15618,629.0,train,1.9710651828298889
c1ccc(B2Nc3cc4c(cc3-c3sccc32)NB(c2ccccc2)c2ccsc2-4)cc1,ClCCl,444.10975,412.0,train,3.009223300970873
Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,313.06566,500.0,train,2.4796
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,Cc1ccccc1,340.10994,448.0,train,2.767410714285714
CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3oc2c1,CCCCO,267.14919,563.0,train,2.202131438721137
CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CC(C)=O,371.11913,487.0,train,2.545790554414784
CCOC(=O)c1cc(C(=O)OCC)c2cc(N)ccc2n1,CCO,288.11101,537.0,train,2.308752327746741
CCOc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,ClC(Cl)Cl,368.05638,446.0,train,2.7798206278026907
CC1=[N+]2C(=C(c3c4ccccc4c(-c4ccccc4)c4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,CCCCCC,472.19224,527.0,train,2.352561669829222
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,ClCCl,425.27186,562.0,train,2.206049822064057
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1COCCO1,229.03506,439.0,train,2.824145785876993
CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,CC#N,338.1402,552.0,train,2.246014492753623
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,C1COCCO1,288.12455,486.0,train,2.551028806584362
COc1cccc2oc(-c3cc4c(OC)cccc4oc3=O)cc12,CCOC(C)=O,322.08412,460.0,train,2.695217391304348
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CS(C)=O,306.13683,504.0,train,2.4599206349206346
COc1ccc(C#Cc2ccc(-c3nn[nH]n3)cc2)cc1OC,Cc1ccccc1,306.11168,379.0,train,3.271240105540897
Oc1ccc2ccc3cccc4ccc1c2c34,CCOC(C)=O,218.07316,386.3390511512904,train,3.20909832
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,CO,406.26203,630.0,train,1.967936507936508
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)ccc12,O,286.155,469.0,train,2.6434968017057567
N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1,CC#N,385.03435,618.0,train,2.006148867313916
c1cc2ccc3cccc4ccc(c1)c2c34,CC#N,202.07825,374.0,train,3.314973262032085
COc1ccc(-n2nc(C(=O)N3CCCC3)c(N3CCCC3)n2)cc1,ClC(Cl)Cl,341.18517,411.0,train,3.01654501216545
O=c1cc2cc(O)c3c(O)ccc4ccc(o1)c2c43,CC1CCCO1,252.04226,512.218,train,2.420453791159233
N#Cc1ccc(-c2ccc(C3=CCCCC3)s2)s1,C1CCOC1,271.04894,441.0,train,2.811337868480725
COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,CS(C)=O,322.08412,488.0,train,2.540573770491803
O=c1oc2ccc3cccc4c(O)c(Cl)c(c1Cl)c2c34,CC1CCCO1,303.9694,534.597,train,2.319130111093029
c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,CCC#N,356.13135,407.9967360261118,train,3.0387498
Oc1ccc2ccccc2c1,C1CCCCC1,144.05751,350.754121360926,train,3.5346698
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1C1CCCCC1,ClC(Cl)Cl,444.18378,495.0,train,2.504646464646465
CCOc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,CCO,412.00587,458.0,train,2.7069868995633186
N#Cc1cc2ccccc2oc1=N,CS(C)=O,170.04801,406.0,train,3.053694581280788
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,324.16094,510.0,train,2.4309803921568625
C1=Cc2ccccc2Cc2ccccc21,CC#N,192.0939,383.0,train,3.237075718015665
CCOC(=O)C1CC(c2c(C#N)c(C)nn2-c2ccccc2)=CN1c1ccc(Br)cc1,OCC(O)CO,476.08479,492.0,train,2.519918699186992
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,C1CCCCC1,390.17321,529.0,train,2.343667296786389
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(NC(N)=[NH2+])cc21,O,357.19425,590.0,train,2.10135593220339
Oc1ccccc1C1=NC2c3cccc4cccc(c34)C2N1c1ccccc1,CO,362.14191,583.0,train,2.1265866209262434
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,C1CCCCC1,255.12593,407.0,train,3.0461916461916463
O=Cc1ccc(-c2ccc(C3=CCCCC3)s2)s1,CCO,274.04861,498.0,train,2.489558232931727
O=Cc1ccc(-c2ccc(C3=CCCCC3)s2)s1,C1CCOC1,274.04861,467.0,train,2.6548179871520343
CCN(CC)c1ccc2cc(-c3csc(N)c3C#N)c(=O)oc2c1,CS(C)=O,339.10415,482.0,train,2.572199170124481
C[Si](C)(C)[Si](C)(C)c1cccc2cc3ccccc3cc12,CC#N,308.14165,411.0,train,3.01654501216545
CCOC(=O)COc1ccc(C(c2c(C)[nH]c3ccccc23)c2c(C)[nH]c3ccccc23)cc1,CC#N,452.20999,340.0,train,3.646470588235294
Cc1cc2c3ccccc3n(C)c2c2c1c1ccccc1n2C,ClCCl,298.147,391.0,train,3.170843989769821
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,C1COCCO1,438.09979,417.0,train,2.9731414868105515
NC(=O)Cc1cccc2ccccc12,CCO,185.08406,325.0,train,3.814769230769232
N#Cc1cc2ccccc2[nH]1,CS(C)=O,142.0531,335.0,train,3.70089552238806
C[Si]1(C)c2cc(C#Cc3ccccc3)ccc2C=Cc2ccc(C#Cc3ccccc3)cc21,ClCCl,436.16473,407.0,train,3.0461916461916463
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3cccc(Oc4ccccc4)c3)nc2c1,CC1CCCCC1,474.17909,325.0,train,3.814769230769232
c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C1CCOC1,359.1674,362.0,train,3.4248618784530387
c1ccc(N(c2ccccc2)c2ccc(-c3ccncn3)cc2)cc1,ClCCl,323.14225,482.0,train,2.572199170124481
O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,CC(C)O,214.04908,453.0011325,train,2.7368585000171053
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,CN(C)C=O,370.13511,604.0,train,2.0526490066225165
O=Cc1cc(O)c(C=O)cc1O,CC(C)=O,166.02661,470.0,train,2.637872340425532
Cc1cc2c3ccccc3sc2c2[nH]c3ccccc3c12,ClCCl,287.07687,365.0,train,3.396712328767124
COc1ccc([Si](C)(C)C)c2ccccc12,C1CCCCC1,230.11269,327.0,train,3.7914373088685016
CN(C)c1ccc(-c2cc(-c3ccc(C#N)cc3)nn2C)cc1,CC#N,302.15315,595.0,train,2.0836974789915965
CCOC(=O)C1c2ccccc2C(=O)N1c1ccccn1,ClCCl,282.10044,392.0,train,3.162755102040816
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(c3ccc[nH]3)c3ccccc3C1=C2C,ClCCl,377.18748,629.0,train,1.9710651828298889
CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,C1COCCO1,271.08201,450.99896270238577,train,2.74900854
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,CO,238.07423,357.5,train,3.467972027972028
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,CC#N,288.07212,495.0,train,2.504646464646465
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Cl)c3s2)cc1,CC(C)O,330.05936,585.0202429149797,train,2.1192429065743945
c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,O,234.07931,459.0,train,2.7010893246187364
F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,ClCCl,192.06704,510.0,train,2.4309803921568625
N#Cc1cc2ccc3cccc4ccc(c1)c2c34,C1CCOC1,227.0735,392.0,train,3.162755102040816
CCCC1(CCC)c2ccccc2-c2ccc(-c3ccc(C(C)(C)C)cc3)cc21,C1CCCCC1,382.26605,314.0,train,3.948407643312102
O=c1oc2ccc(Cl)cc2cc1-c1cc2cc(Cl)ccc2o1,CCOC(C)=O,329.98505,429.0,train,2.88997668997669
CC[N+](CC)=c1ccc2c(C(F)(F)F)c3oc4cc(N)ccc4c3oc-2c1,ClCCl,375.13149,695.0,train,1.7838848920863308
COc1ccc(-n2c3ccccc3c3cc(C=C(C#N)C#N)ccc32)cc1,CC(C)=O,349.12151,525.0,train,2.3615238095238094
c1cc2c3c(cccc3c1)C(N1CCOCCNCCOCCOCC1)=N2,CC#N,369.20524,589.0,train,2.1049235993208826
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,C1COCCO1,350.1089,482.0,train,2.572199170124481
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(C)c3nc12,CN(C)C=O,398.17428,553.3240000000001,train,2.2406402035696984
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCN(CC)c1ccccc1,229.03506,413.0,train,3.0019370460048425
COc1ccc(C2=CC(c3ccc4ccccc4c3)=[O+][B-](C(C)=O)(C(C)=O)O2)cc1,CC#N,400.1482,457.0,train,2.712910284463895
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,CCCCCC,469.20755,494.0,train,2.5097165991902832
CC1=CC(C)=[N+]2C1=C(c1c3ccccc3c(C)c3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,CC#N,438.20789,518.0,train,2.3934362934362934
c1ccc(-c2ccc(-c3ccc4c(c3)CCCO4)cc2)cc1,C1CCCCC1,286.13577,359.0,train,3.4534818941504177
COc1ccc(-c2ncccn2)cc1,ClCCl,186.07931,356.0,train,3.482584269662921
CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,Cc1ccccc1,382.09873,533.0,train,2.326078799249531
N#Cc1ccc2cc(C#N)c3ccc4ccccc4c3c2c1,ClC(Cl)Cl,278.0844,420.0,train,2.951904761904762
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccc(F)cc3)n1[B-]2(F)F,Cc1ccccc1,388.13586,627.0,train,1.977352472089314
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCC(C)C,318.20789,534.4,train,2.31998502994012
COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,CC#N,305.14158,422.0,train,2.937914691943128
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CN(C)C=O,229.03506,475.0,train,2.6101052631578945
CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,CC#N,364.1688,561.4823133071309,train,2.2080838
[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1,C1CCOC1,208.10005,406.0,train,3.053694581280788
F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2cc(Cl)nc[n+]21,ClCCl,348.02601,426.0,train,2.9103286384976523
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CN(C)C=O,476.11438,615.5,train,2.01429731925264
O=c1[nH]c2ccccc2[nH]1,C1CCOC1,134.04801,315.000315000315,train,3.93586908
COc1ccccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccc(C)cc1,CO,414.17321,363.0,train,3.415426997245179
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,Cc1ccccc1,255.12593,425.0,train,2.917176470588235
CC(C)(C)c1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(C(C)(C)C)cc5)cc(c2-4)CC3)cc1,C1CCCCC1,470.29735,382.085561497,train,3.244822953116836
Cc1cc(C)n2c1C=C1c3ccccc3C(c3c[nH]c4ccccc34)=[N+]1[B-]2(F)F,C1CCOC1,385.15618,606.0,train,2.0458745874587456
COc1ccc(-c2cc(-c3ccc(OC)cc3)c3c(N)nc(N4CCCC4)c(C#N)c3n2)cc1,CO,451.20083,515.0,train,2.407378640776699
O=C(c1ccncc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,ClCCl,348.12626,523.107,train,2.3700696033507485
O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,CCCCCCO,309.09766,522.0,train,2.375095785440613
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)O,285.09766,503.0,train,2.464811133200795
CCOC(=O)c1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CO,350.09027,490.0,train,2.530204081632653
CCc1c(C)[nH]c(C2=[N+]3C(=C(C)c4c(C)c(CC)c(C)n4[B-]3(F)F)c3ccccc32)c1C,CO,433.25008,650.0,train,1.9073846153846152
Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C,CCCCCO,242.08038,445.0180232299408,train,2.78595458
CC(C)=O,CC(C)(C)O,58.04186,407.0832485243232,train,3.0455687
O=C(O)c1c2ccccc2nc2ccccc12,CCCCO,223.06333,422.0,train,2.937914691943128
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CC#N,246.1157,571.0043967338548,train,2.17126174
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](C)(Oc3ccccc3-4)[N+]2=C1C,CCCCCC,366.19034,632.0,train,1.9617088607594937
CCOC(=O)C(C(=O)OCC)C1=[N+]2C(=C(c3ccc(C)cc3)c3ccc(Cl)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,474.13292,526.0,train,2.357034220532319
COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C,ClCCl,309.11651,434.0,train,2.8566820276497693
COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,CCO,312.11101,584.0,train,2.122945205479452
c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,C1CCOC1,330.14085,408.0,train,3.0387254901960783
CN(C)c1ccc(C#Cc2ccc(C=O)cc2)cc1,C1CCOC1,249.11536,534.0168749332479,train,2.32164948
c1ccc(-c2nc(-c3nc(-c4ccccc4)c(-c4ccccc4)o3)oc2-c2ccccc2)cc1,C1COCCO1,440.15248,411.0,train,3.01654501216545
CNc1cccc2c1C(=O)c1ccccc1C2=O,C1CCCCC1,237.07898,560.0044800358403,train,2.21391086
c1ccc(-c2nc3cc4c(cc3n2-c2ccccc2)nc(-c2ccccc2)n4-c2ccccc2)cc1,CC#N,462.18445,397.0,train,3.1229219143576823
O=C1OCC2=C1C(c1ccccc1)c1cc3c(cc1N2CCO)CCC3,ClCCl,347.15214,420.0,train,2.951904761904762
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,C1COCCO1,423.12528,418.0,train,2.966028708133971
c1ccc2c(-c3cc(-c4nccs4)nc(-c4nccs4)c3)c3ccccc3cc2c1,CC#N,421.07074,463.0,train,2.6777537796976243
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCNc1ccccc1,229.03506,432.0,train,2.869907407407408
O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,OCC(O)CO,299.06161,501.0,train,2.4746506986027943
CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,CC#N,240.99797,483.0,train,2.5668737060041407
CC1=C2c3ccccc3C(c3ccc[nH]3)=[N+]2[B-](F)(F)n2cccc21,Cc1ccccc1,321.12488,594.0,train,2.087205387205388
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Cl)cc2)cc1,O,427.07574,448.0,train,2.767410714285714
O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,CN(C)C=O,309.09766,524.0,train,2.366030534351145
CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3oc2c1,CCO,267.14919,568.0,train,2.182746478873239
COc1cc(C(=O)O)ccc1O,CCOC(C)=O,168.04226,330.0,train,3.756969696969697
Cc1cc2ccc(-c3cccc4cccc(-c5ccc6cc(C)c(=O)oc6c5)c34)cc2oc1=O,CC#N,444.13616,420.0,train,2.951904761904762
CC(C)(C)OC(=O)COc1ccc2c(c1)oc(=O)c1c(=O)oc3ccccc3c12,CS(C)=O,394.10525,449.0,train,2.7612472160356347
